cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8
AT5G45600.2,AT4G25100.2,AT2G26080.1,AT1G72970.1,AT1G11490.1,AT1G36730.1,AT2G40160.1,AT5G46560.1
AT3G50800.1,AT1G76970.7,AT2G30105.1,AT5G05800.1,AT2G35360.2,AT5G49460.1,AT5G26680.2,AT5G14040.1
AT1G53165.2,AT1G20580.1,AT2G02020.1,AT3G17840.1,AT4G14630.1,AT4G32320.1,AT5G26680.3,AT4G12390.1
AT1G02160.2,AT2G30470.1,AT1G20780.1,AT1G22870.1,AT2G33530.1,AT5G01890.1,AT1G25055.1,AT3G51090.1
AT3G48090.1,AT4G39420.1,AT3G19620.1,AT3G06435.1,AT1G53920.1,AT4G15540.1,AT2G18950.2,AT4G29730.1
AT5G23590.1,AT4G32850.4,AT5G07720.1,AT4G36740.2,AT2G43980.1,AT1G76970.6,AT1G74340.2,AT3G03770.3
AT1G76950.1,AT4G32850.9,AT3G48420.1,AT4G22212.1,AT2G30740.13,AT1G28660.1,AT2G02820.3,AT5G59840.1
AT1G64080.1,AT1G04120.3,AT5G04120.1,AT3G23180.1,AT2G30740.3,AT2G18900.1,AT2G02820.1,AT5G51290.1
AT3G25505.1,AT1G71110.1,AT2G32720.1,AT5G66290.1,AT3G28455.1,AT4G32850.13,AT1G02000.1,AT1G65670.1
AT3G03750.2,AT3G20670.1,AT4G39270.1,AT4G14900.1,AT3G23540.3,AT1G48920.1,AT2G42010.2,AT5G25450.1
AT5G05840.1,AT4G32780.1,AT5G06870.1,AT2G47350.1,AT5G23420.1,AT5G65030.1,AT5G57670.2,AT5G40890.1
AT5G61580.1,AT2G39760.1,AT4G30000.1,AT2G38400.1,AT3G23080.2,AT3G21055.2,AT2G02300.1,AT5G46400.3
AT5G52960.1,AT3G28420.1,AT1G34210.1,AT2G38400.2,AT2G25480.2,AT1G27090.1,AT3G61050.2,AT1G08920.1
AT1G49340.4,AT5G52630.1,AT1G24764.1,AT3G12980.1,AT3G48060.1,AT1G01500.1,AT2G31920.1,AT3G55350.1
AT1G49340.2,AT1G72720.1,AT2G29070.2,AT3G21230.4,AT5G15900.2,AT4G16720.1,AT2G27920.1,AT5G12870.1
AT5G19150.1,AT2G48100.8,AT5G26110.1,AT1G48780.1,AT5G27320.1,AT5G15410.1,AT5G26820.1,AT3G16400.1
AT1G74160.1,AT1G19870.2,AT4G28980.2,AT5G44750.2,AT5G36290.2,AT1G80600.1,AT3G08510.1,AT3G16400.2
AT5G54440.1,AT5G25800.1,AT1G50440.2,AT1G72930.1,AT1G02500.1,AT3G05880.1,AT4G19720.1,AT5G08415.1
AT3G05840.1,AT1G32050.1,AT1G49540.2,AT5G08690.1,AT1G02500.2,AT4G28510.1,AT3G28750.1,AT1G79090.3
AT3G05840.2,AT2G15300.1,AT5G16370.1,AT1G68080.4,AT3G62190.4,AT3G42725.1,AT1G07080.1,AT1G65690.1
AT1G16570.1,AT5G16310.1,AT1G53000.2,AT5G10745.1,AT2G14160.1,AT1G55910.1,AT1G20560.1,AT3G44510.4
AT1G62800.2,AT2G33540.2,AT5G58270.1,AT1G32210.1,AT5G41940.1,AT1G03905.2,AT1G33040.1,AT4G10750.1
AT4G14410.3,AT2G24960.2,AT1G55690.1,AT1G76990.3,AT4G00740.2,AT5G60190.1,AT2G01650.2,AT4G25960.1
AT4G14410.1,AT1G75730.2,AT5G34940.2,AT1G76990.4,AT5G18220.1,AT1G09740.2,AT1G13520.1,AT3G03200.1
AT1G79870.1,AT1G69295.2,AT5G53020.10,AT1G34370.2,AT4G08700.1,AT5G40680.1,AT5G41860.1,AT1G02330.1
AT1G45545.1,AT2G19330.1,AT5G56180.3,AT1G34370.3,AT4G12790.4,AT1G09140.2,AT3G15250.1,AT4G28500.1
AT3G46845.1,AT3G06040.3,AT5G12360.2,AT4G25300.1,AT4G12790.2,AT1G09140.3,AT5G13590.1,AT4G12060.1
AT3G26330.1,AT1G09290.1,AT3G28450.1,AT1G17200.1,AT4G12790.5,AT3G14990.1,AT5G13590.2,AT3G63000.1
AT3G29130.1,AT3G58590.1,AT3G10930.1,AT4G09800.1,AT4G12790.1,AT3G14990.3,AT5G11810.1,AT1G02430.2
AT5G24620.3,AT4G28570.2,AT5G42660.1,AT2G45510.1,AT3G12590.1,AT4G32830.1,AT1G63020.5,AT2G36570.1
AT5G24620.1,AT1G32370.4,AT3G29770.2,AT3G22170.1,AT4G12460.9,AT5G44320.1,AT5G25370.1,AT1G17550.2
AT5G66120.2,AT4G26555.1,AT4G19510.8,AT2G46100.2,AT2G26560.1,AT1G65980.2,AT5G02000.1,AT1G17550.1
AT5G56260.5,AT5G39680.1,AT5G44240.2,AT3G18000.1,AT3G45680.1,AT1G65980.1,AT3G04610.2,AT2G26975.1
AT5G17640.1,AT4G18190.1,AT5G59730.1,AT5G04270.1,AT3G04460.2,AT5G26680.4,AT2G23550.1,AT1G77000.3
AT1G01960.1,AT1G21310.1,AT2G07050.1,AT3G45100.1,AT4G17680.1,AT1G42550.1,AT5G44160.1,AT1G77000.2
AT1G16700.1,AT5G51760.2,AT1G16270.3,AT3G20840.1,AT2G28200.1,AT2G26990.1,AT5G61290.1,AT1G17760.1
AT4G19980.1,AT2G45620.1,AT5G15950.1,AT4G21180.2,AT2G23140.1,AT2G35635.1,AT5G66650.1,AT5G19900.5
AT4G24840.1,AT2G20950.8,AT5G06290.2,AT2G45410.1,AT5G01390.1,AT3G51910.1,AT4G23450.4,AT5G18300.1
AT5G05490.1,AT2G20950.4,AT3G02460.4,AT1G08350.2,AT3G45240.2,AT5G35160.1,AT5G65270.1,AT5G14940.1
AT1G61310.1,AT2G20950.9,AT5G52200.1,AT5G39740.1,AT3G45240.1,AT5G14440.2,AT4G33160.1,AT4G30990.3
AT2G19160.1,AT5G47190.1,AT5G52200.3,AT4G02430.1,AT5G25760.1,ATMG00980.1,AT3G15830.1,AT5G54660.1
AT2G19160.2,AT5G13400.1,AT2G41410.1,AT5G08080.1,AT5G25760.2,AT3G13437.2,AT1G73020.2,AT2G38640.1
AT1G57620.1,AT5G48310.2,AT2G29060.2,AT5G14340.1,AT1G80380.5,AT5G11200.3,AT5G57685.1,AT1G07750.1
AT2G45670.1,AT3G03270.1,AT2G29060.1,AT5G14340.2,AT1G80380.3,AT5G62890.2,AT3G10180.1,AT5G20960.2
AT1G64670.1,AT5G14180.4,AT1G06800.1,AT1G55260.1,AT1G80380.8,AT1G50380.1,AT1G64520.1,AT5G20960.1
AT5G24990.1,AT1G14290.2,AT1G68230.1,AT2G47640.1,AT1G80380.6,AT2G19580.1,AT5G10930.1,AT1G77450.1
AT2G30930.1,AT1G62950.1,AT3G18680.1,AT2G47640.2,AT5G06190.1,AT3G44110.1,AT1G23360.1,AT1G49360.2
AT4G09420.1,AT1G68862.2,AT4G15890.1,AT4G30640.1,AT3G62880.1,AT4G34980.1,AT5G23490.3,AT3G44320.1
AT5G39800.1,AT3G57230.5,AT2G33205.3,AT1G26100.1,AT3G29400.1,AT5G11780.1,AT1G78172.1,AT1G77770.2
AT3G51970.1,AT5G14910.2,AT2G33205.2,AT3G15440.1,AT1G07480.3,AT1G78320.2,AT4G22130.2,AT1G77770.3
AT1G61230.1,AT1G12160.1,AT3G21610.1,AT1G76340.1,AT3G15300.1,AT4G00370.1,AT4G39660.1,AT1G13990.1
AT3G22104.1,AT5G64150.1,AT3G07565.1,AT3G06680.2,AT3G19540.1,AT3G57190.1,AT5G23310.1,AT3G51430.1
AT1G12520.3,AT4G25080.3,AT4G01960.3,AT1G16390.1,AT1G34780.1,AT5G11090.1,AT5G20540.1,AT5G36110.1
AT1G53910.2,AT3G20150.1,AT1G60995.1,AT4G00710.1,AT3G11800.1,AT1G72090.1,AT4G33945.1,AT3G04800.1
AT4G36980.1,AT4G00500.1,AT1G68400.1,AT5G53160.2,AT3G07930.4,AT3G03270.2,AT3G56810.1,AT2G31940.1
AT1G30650.1,AT1G53800.4,AT1G32928.1,AT2G16530.3,AT5G43050.1,AT3G18870.1,AT4G33985.1,AT3G21175.3
AT3G06300.1,AT1G53800.1,AT1G43040.2,AT2G03260.2,AT3G25530.2,AT1G56280.1,AT1G23340.2,AT1G11910.1
AT3G13782.2,AT1G67150.2,AT5G07630.2,AT5G47540.1,AT1G52330.2,AT4G02880.1,AT2G23890.2,AT1G44160.1
AT5G02350.1,AT5G62910.2,ATCG00170.1,AT1G54150.1,AT1G68690.1,AT2G29190.2,AT1G03960.2,AT1G68850.1
AT5G61420.2,AT5G64070.1,AT4G39850.4,AT1G11540.2,AT3G01890.1,AT4G27440.1,AT2G21410.1,AT2G25650.1
AT5G53900.2,AT1G09130.2,AT4G03500.2,AT5G64740.1,AT4G11410.2,AT1G75080.1,AT2G38780.11,AT2G01600.1
AT1G12740.3,AT3G18500.1,AT3G26130.3,AT4G14740.4,AT4G09780.2,AT3G10970.1,AT4G13840.1,AT5G67500.1
AT4G00310.1,AT2G14960.1,AT1G01240.3,AT4G10080.1,AT4G04720.2,AT5G65510.2,AT3G16900.1,AT3G21580.1
AT5G45750.1,AT2G23390.2,AT1G01240.1,AT1G49580.1,AT3G21351.1,AT3G05590.1,AT5G42100.1,AT1G09800.2
AT4G04695.1,AT3G48110.1,AT3G19400.1,AT5G54855.1,AT5G65225.1,AT1G54380.1,AT2G02590.1,AT1G80760.1
AT5G05570.2,AT2G47240.3,AT4G02820.1,AT5G44230.1,AT2G17540.1,AT2G26180.1,AT3G51060.1,AT2G28950.1
AT3G05490.1,AT5G14790.1,AT1G63220.2,AT3G54085.1,AT1G70520.1,AT2G35900.1,AT4G10510.1,AT1G55000.3
AT2G31350.3,AT5G07580.1,AT2G41440.3,AT5G64700.1,AT1G72420.6,AT1G49940.5,AT5G19855.2,AT5G26290.1
AT3G61690.1,AT4G13970.2,AT5G28490.1,AT4G29905.1,AT2G43760.2,AT4G34138.1,AT1G48580.1,AT3G27020.1
AT5G07150.1,AT3G52560.3,AT1G24300.3,AT4G05631.1,AT3G28130.6,AT1G08640.1,AT1G30470.1,AT5G45100.1
AT2G24610.1,AT5G38720.1,AT2G39130.1,AT5G20500.1,AT4G21340.1,AT2G02560.2,AT2G35380.2,AT3G13330.1
AT2G24610.2,AT5G42100.2,AT4G24780.2,AT2G28600.1,AT3G26460.1,AT3G49551.1,AT1G47700.1,AT5G07740.2
AT1G21320.3,AT3G11910.4,AT5G16640.1,AT5G16540.4,AT2G19080.1,AT1G69600.1,AT1G32130.2,AT1G63010.4
AT1G78810.3,AT4G31420.1,AT3G54460.1,AT5G16540.1,AT5G46470.1,AT5G05870.1,AT1G80710.1,AT3G11850.1
AT1G14860.1,AT3G09880.1,AT1G62420.1,AT3G06450.3,AT4G16610.1,AT4G00780.1,AT5G66720.2,AT1G55130.1
AT1G66340.1,AT3G01200.1,AT5G38590.2,AT2G30575.1,AT3G49880.1,AT4G38270.1,AT2G28830.1,AT2G41540.2
AT3G53710.2,AT5G59950.2,AT3G03120.2,AT3G19440.1,AT5G52070.3,AT5G27550.2,AT5G37840.1,AT2G41540.3
AT4G30310.2,AT1G67190.2,AT3G03120.1,AT2G13965.1,AT4G26965.1,AT5G27550.1,AT1G05000.3,AT5G50780.2
AT1G23410.1,AT3G01920.2,AT5G10030.2,AT2G47700.1,AT5G67340.1,AT1G27050.1,AT5G06480.1,AT5G14130.1
AT1G06140.1,AT1G51200.4,AT5G15540.1,AT3G45060.1,AT3G59660.1,AT5G03880.1,AT1G70690.1,AT3G14205.1
AT1G56420.1,AT1G51200.2,AT3G27540.1,AT4G16710.3,AT2G31070.1,AT1G59860.1,AT3G56130.1,AT3G14205.2
AT1G21340.1,AT5G07770.2,AT4G27310.1,AT2G39900.1,AT5G16120.3,AT1G63670.1,AT2G36250.1,AT3G50140.2
AT2G27110.1,AT2G41330.1,AT5G51260.1,AT2G39410.1,AT1G30570.1,AT5G21040.1,AT1G04020.1,AT5G52120.1
AT3G21230.1,AT4G12410.1,AT4G20430.3,AT2G45720.5,AT4G00480.1,AT5G67330.1,AT4G00220.1,AT1G70620.5
AT1G58410.1,AT5G04800.2,AT1G74590.1,AT2G45720.1,AT5G05890.1,AT3G29320.1,AT4G31430.2,AT1G60640.1
AT3G03370.1,AT2G22720.1,AT2G02710.1,AT4G17330.3,AT5G45500.1,AT5G42380.1,AT1G79630.4,AT4G17750.1
AT5G02740.1,AT2G22070.1,AT3G10985.1,AT1G26300.1,AT1G01220.1,AT2G07662.1,AT5G62700.1,AT3G49220.1
AT5G02760.1,AT3G25920.1,AT1G21130.2,AT4G07825.1,AT1G69850.1,AT3G08490.1,AT3G49830.1,AT2G37470.1
AT4G15300.2,AT4G37540.1,AT1G20696.5,AT3G06820.3,AT5G14480.1,AT3G48150.2,AT1G59580.2,AT4G39090.1
AT2G46870.1,AT1G72070.1,AT1G20696.1,AT2G14045.4,AT5G19670.1,AT2G35490.1,AT3G53350.1,AT1G49340.3
AT4G26940.1,AT5G49360.1,AT2G30130.1,AT3G53800.1,AT5G56910.1,AT1G17050.1,AT5G24270.1,AT4G12400.2
AT1G19360.1,AT2G23600.1,AT1G71440.1,AT2G46915.2,AT1G32070.3,AT4G14440.1,AT2G24150.2,AT5G04220.1
AT1G34370.1,AT1G54390.8,AT1G55090.1,AT2G46160.2,AT5G57580.1,AT5G47680.1,AT3G48970.1,AT5G04220.2
AT4G13630.2,AT1G54390.5,AT2G36400.1,AT3G46040.1,AT2G04700.2,AT1G78010.1,AT2G20410.1,AT1G09020.1
AT3G44710.1,AT2G29680.2,AT5G67320.1,AT1G67250.1,AT2G02170.4,AT2G17240.1,AT2G39840.1,AT3G56990.3
AT4G04190.1,AT5G59500.1,AT1G01770.1,AT5G13470.1,AT1G12350.1,AT5G02200.1,AT5G14420.1,AT3G50970.1
AT2G46100.1,AT5G43750.1,AT2G28760.1,AT4G30650.1,AT4G01040.1,AT5G23430.1,AT5G16770.1,AT2G04880.1
AT4G01897.1,AT1G22920.1,AT2G28760.3,AT4G00090.1,AT4G01040.2,AT1G54200.1,AT4G10620.1,AT1G33970.3
AT4G33530.1,AT2G34860.1,AT1G69580.2,AT1G08270.2,AT4G28990.1,AT1G27140.1,AT2G21340.2,AT3G09840.1
AT3G45100.3,AT2G36250.3,AT1G16590.1,AT3G01130.1,AT2G21240.2,AT4G01950.1,AT5G53420.1,AT5G15630.1
AT3G01300.1,AT3G26780.1,AT4G30720.1,AT5G09870.1,AT3G02520.1,AT1G12820.1,AT1G70490.1,AT1G57790.1
AT3G53590.1,AT5G46110.1,AT3G62140.1,AT3G18880.1,AT4G10530.1,AT1G61140.3,AT1G09490.1,AT3G56360.1
AT3G06490.1,AT1G19800.2,AT4G39420.2,AT5G09680.1,AT3G59450.2,AT2G37310.1,AT3G60740.1,AT1G04130.2
AT4G29160.3,AT5G35100.1,AT1G69420.1,AT4G25315.2,AT3G06340.2,AT1G64430.1,AT4G16900.2,AT1G04130.1
AT2G19146.1,AT4G30910.2,AT4G16570.1,AT1G16240.1,AT3G21300.1,AT1G68670.1,AT3G59350.5,AT1G68720.1
AT2G26540.3,AT1G14110.1,AT1G18150.2,AT5G28150.1,AT2G02570.2,AT5G16070.1,AT1G44750.8,AT1G27630.6
AT5G44900.1,AT1G74520.2,AT4G34840.4,AT2G43130.1,AT2G25215.1,AT5G10730.1,AT5G41130.1,AT3G04340.1
AT4G01880.1,AT3G15480.1,AT1G32950.1,AT1G12440.2,AT5G08280.1,AT3G17970.1,AT5G55830.1,AT3G45010.1
AT4G02590.2,AT5G58410.1,AT4G32780.2,AT5G15610.1,AT5G45340.1,AT3G43920.6,AT4G12990.5,AT3G04120.1
AT1G02400.2,AT5G20980.2,AT2G39760.2,AT1G17410.1,AT4G08580.2,AT3G44940.1,AT5G18660.1,AT2G27800.1
AT5G44610.3,AT1G79690.1,AT2G39760.3,AT1G17410.2,AT1G51270.7,AT1G27530.1,AT3G46540.3,AT4G30340.1
AT1G06030.1,AT5G27970.4,AT5G45240.1,AT5G07810.1,AT3G15390.2,AT3G56130.5,AT5G47690.1,AT4G18530.2
AT2G47640.4,AT5G26740.2,AT3G46220.1,AT5G54810.1,AT3G15390.1,AT3G63250.1,AT1G74690.1,AT3G53235.1
AT5G14150.2,AT5G26740.1,AT3G28670.2,AT3G59060.1,AT3G26920.1,AT5G24655.1,AT3G44120.1,AT3G50360.1
AT1G12120.1,AT1G60440.1,AT4G16420.1,AT4G30600.1,AT1G16930.1,AT3G06510.2,AT3G51770.1,AT5G41360.1
AT4G38210.1,AT5G06060.1,AT2G22680.1,AT5G27950.1,AT1G06770.1,AT5G62770.1,AT3G26050.1,AT4G24180.4
AT5G15600.1,AT2G24150.1,AT5G52170.2,AT4G14590.1,AT1G74330.1,AT3G10800.1,AT3G11930.1,AT1G31850.3
AT4G22666.1,AT1G17130.2,AT1G13700.3,AT3G09280.1,AT5G46910.1,AT5G39785.4,AT1G14770.1,AT5G49350.1
AT5G61530.1,AT5G14320.1,AT5G48360.1,AT5G52190.1,AT3G16150.1,AT5G35100.3,AT1G71810.1,AT2G46080.1
AT3G09690.1,AT1G30540.2,AT3G53860.1,AT2G45430.1,AT4G19985.1,AT2G26750.1,AT1G06470.4,AT2G01460.3
AT2G03260.1,AT3G08840.8,AT3G09150.2,AT5G47455.1,AT1G30420.2,AT5G13160.1,AT2G35390.1,AT1G64970.1
AT1G11540.1,AT4G13220.1,AT4G15280.1,AT4G16857.2,AT1G30420.1,AT3G19020.1,AT5G35680.1,AT3G29290.3
AT1G54530.1,AT3G10630.1,AT2G33540.1,AT1G47420.1,AT5G06980.2,AT2G40780.2,AT5G35680.2,AT1G05680.1
AT1G63590.1,AT1G80650.1,AT1G75730.1,AT1G25550.2,AT1G55475.2,AT2G42200.1,AT1G67280.1,AT4G16950.3
AT3G01090.1,AT3G59350.3,AT3G23310.1,AT1G25550.1,AT1G28560.1,AT1G60440.2,AT5G22920.1,AT2G23540.1
AT5G41315.1,AT3G44020.1,AT5G55120.1,AT4G39100.2,AT2G42210.1,AT3G08947.1,AT5G40580.1,AT4G04810.2
AT3G47780.1,AT2G21230.1,AT5G10605.1,AT5G46710.2,AT3G24929.6,AT1G01010.1,AT1G70610.1,AT4G04810.1
AT5G01610.1,AT5G25580.1,AT3G27090.3,AT3G26950.1,AT5G65480.1,AT5G01920.1,AT5G60170.2,AT4G30240.1
AT4G19920.1,AT4G22758.2,AT1G13030.1,AT5G65320.2,AT4G27320.2,AT5G01920.2,AT5G41880.1,AT5G10770.1
AT3G01360.2,AT3G58690.1,AT1G50510.1,AT4G03940.1,AT5G40900.1,AT2G38880.5,AT3G17668.1,AT5G45350.1
AT3G48346.1,AT2G01490.1,AT3G26020.5,AT5G18661.1,AT2G26170.1,AT3G08840.1,AT5G14820.1,AT4G23930.1
AT2G40640.1,AT5G57190.2,AT5G14440.1,AT3G13350.1,AT1G59620.1,ATMG00070.1,AT1G55550.1,AT5G11210.2
AT3G46730.1,AT2G27310.1,AT2G33130.1,AT1G78620.1,AT3G24010.1,AT5G52540.1,AT1G48160.2,AT5G11210.11
AT2G39410.2,AT5G08130.3,AT5G62890.3,AT5G14410.1,AT1G31930.1,AT4G04620.1,AT3G49160.2,AT2G33980.4
AT4G34860.1,AT4G03400.1,AT3G46790.1,AT5G01980.1,AT1G68580.3,AT2G40090.1,AT2G46030.4,AT2G42890.1
AT5G58540.2,AT2G42280.3,AT4G16566.3,AT5G42030.3,AT1G18440.2,AT1G62130.2,AT1G52270.1,AT5G41560.2
AT5G66900.3,AT5G57290.1,AT2G43590.1,AT3G25470.1,AT2G45200.1,AT4G09750.1,AT3G14960.1,AT3G53650.1
AT1G14170.1,AT1G13450.3,AT1G05530.1,AT4G03510.3,AT5G61400.1,AT4G16900.1,AT1G50910.1,AT5G63870.2
AT1G14170.3,AT4G25360.2,AT4G02170.1,AT5G59570.1,AT2G46495.1,AT3G56580.3,AT1G50910.2,AT4G39190.1
AT5G45670.1,AT2G02860.2,AT5G51390.1,AT2G36090.1,AT1G61040.3,AT3G21140.1,AT2G38810.4,AT5G48180.1
AT2G46160.1,AT3G03420.1,AT3G57070.1,AT5G23610.1,AT4G20350.6,AT4G20360.1,AT1G30120.1,AT3G61390.5
AT2G22970.1,AT2G43160.2,AT1G55970.2,AT5G10540.1,AT3G30770.1,AT4G35550.1,AT3G60590.4,AT1G04690.1
AT5G25440.2,AT3G08880.1,AT5G49570.1,AT5G43700.1,AT5G47600.1,AT3G51720.1,AT3G62310.3,AT1G68830.1
AT5G40740.1,AT4G19003.4,AT3G56710.1,AT4G08280.2,AT1G29710.1,AT3G07200.2,AT4G28110.1,AT1G12520.1
AT3G48260.1,AT5G15770.1,ATMG00830.1,AT1G67940.1,AT4G21160.4,AT2G19740.1,AT5G03660.3,AT3G12090.1
AT5G18620.2,AT1G76160.1,AT1G18000.1,AT5G18150.1,AT2G42865.1,AT3G55310.1,AT1G60990.3,AT3G14720.1
AT3G46960.1,AT2G28380.1,AT1G03060.3,AT3G13690.2,AT1G16825.1,AT1G73066.1,AT3G59640.2,AT1G73880.1
AT2G29525.2,AT1G45165.1,AT1G68862.4,AT1G28580.1,AT5G15790.3,AT5G26940.1,AT3G25580.1,AT3G45160.1
AT4G19110.2,AT2G43900.1,AT2G29190.1,AT1G78920.1,AT2G24690.2,AT4G08240.1,AT4G30630.1,AT4G14990.2
AT4G25940.1,AT5G43160.1,AT1G03560.1,AT2G27900.1,AT4G24310.1,AT1G60530.1,AT2G01420.2,AT5G63370.9
AT3G16370.1,AT5G27990.1,AT3G10970.3,AT5G23290.1,AT1G01080.1,AT3G46540.1,AT1G60360.1,AT2G31150.1
AT5G15610.2,AT1G47530.2,AT2G45010.1,AT4G06536.1,AT5G44567.1,AT1G20770.2,AT1G15400.1,AT4G05530.1
AT3G20460.1,AT3G62290.3,AT1G60070.1,AT5G15550.1,AT1G80470.1,AT1G25380.2,AT3G08760.3,AT4G22950.1
AT1G31750.1,AT3G16340.1,AT4G25080.2,AT3G52340.7,AT3G14170.2,AT4G15490.1,AT3G08760.2,AT2G26350.3
AT5G12970.1,AT3G18980.1,AT5G67170.3,AT5G57230.1,AT5G07650.1,AT3G16050.1,AT5G38280.1,AT5G64750.1
AT1G22020.2,AT4G15030.1,AT1G62540.1,AT4G13040.1,AT5G53340.1,AT2G29630.3,AT2G39795.1,AT2G31400.1
AT4G18140.2,AT5G04990.1,AT2G32235.1,AT5G24850.1,AT4G08250.1,ATCG00350.1,AT5G55550.3,AT5G51740.1
AT4G37530.1,AT5G08440.3,AT5G10940.1,AT1G76185.1,AT3G57630.3,AT5G42765.1,AT5G23680.1,AT1G16540.2
AT5G61310.5,AT4G36791.1,AT1G61890.3,AT1G54630.1,AT1G13920.7,AT1G12750.5,AT4G13830.1,AT1G16540.1
AT1G07000.1,AT3G03100.1,AT1G59510.1,AT5G22875.2,AT2G26800.1,AT1G12750.3,AT5G64220.2,AT3G43230.1
AT1G60140.3,AT3G62790.1,AT1G09130.1,AT5G22875.3,AT2G28620.3,AT4G35000.1,AT3G22760.2,AT3G11780.1
AT1G60140.5,AT3G24740.4,AT2G18660.1,AT5G05440.1,AT5G17850.1,AT3G03420.2,AT1G19580.1,AT1G71880.1
AT3G60330.3,AT1G06380.1,AT3G12860.1,AT2G21195.1,AT4G28050.1,AT5G02600.1,AT1G08650.1,AT1G08910.1
AT3G60330.4,AT2G19170.2,AT1G63670.3,AT5G18750.1,AT1G02280.2,AT5G59490.1,AT1G08110.4,AT3G48880.2
AT5G38480.1,AT3G46870.1,AT4G15960.1,AT3G27940.1,AT1G12020.1,AT1G11790.1,AT1G08110.2,AT4G36810.1
AT5G13560.1,AT1G79750.1,AT1G72770.4,AT4G38790.1,AT2G21300.1,AT2G27500.3,AT5G65340.1,AT5G48480.1
AT3G50230.1,AT3G62840.2,AT5G21040.2,AT4G35040.4,AT3G26370.1,AT3G20630.1,AT3G51640.3,AT3G01670.1
AT2G03470.1,AT3G08800.2,AT5G38210.2,AT4G35040.1,AT5G45710.1,AT2G37400.1,AT5G06550.1,AT5G05930.6
AT4G27350.1,AT4G20770.1,AT1G63150.1,AT5G04470.1,AT2G18690.1,AT3G19590.1,AT1G38131.1,AT4G38350.1
AT2G20142.1,AT5G23440.1,AT4G28140.1,AT3G54220.1,AT5G47360.1,AT2G23970.1,AT2G42520.1,AT1G22470.1
AT4G08280.1,AT1G30910.1,AT1G03960.7,AT5G66580.1,AT4G26510.4,AT1G15230.1,AT2G21270.5,AT5G36001.2
AT1G41880.1,AT3G26730.8,AT3G48150.1,AT3G13100.2,AT4G10570.1,AT5G06410.1,AT3G20020.3,AT4G30900.1
AT4G26610.1,AT2G04090.1,AT5G06470.1,AT2G45070.1,AT5G06970.1,AT5G46730.2,AT5G37740.2,AT1G15940.1
AT3G13690.1,AT2G05310.1,AT5G49030.1,AT1G72340.2,AT3G46210.1,AT2G42300.1,AT2G26810.5,AT1G35660.1
AT1G17110.1,AT5G61510.1,AT1G33060.1,AT5G05660.1,AT1G20180.1,AT1G02850.5,AT2G37930.3,AT5G09460.1
AT1G50000.2,AT1G67430.1,AT4G13970.1,AT3G02370.3,AT4G37440.1,AT1G02850.1,AT2G11215.1,AT4G08555.1
AT5G27210.1,AT5G23990.3,AT1G21140.1,AT1G23480.4,AT2G03640.1,AT1G02850.2,AT4G31920.1,AT4G21120.1
AT1G34190.1,AT1G53720.2,AT1G80440.1,AT5G48040.1,AT4G21090.3,AT1G23040.1,AT4G17900.2,AT4G21120.2
AT5G25880.2,AT3G11070.1,AT1G10700.1,AT2G41090.1,AT3G01480.1,AT5G58005.2,AT5G23810.1,AT2G15320.1
AT5G25880.1,AT1G14560.3,AT5G61370.1,AT5G49150.8,AT2G16070.2,AT1G68725.1,AT3G12760.1,AT2G44260.1
AT4G13040.4,AT1G62590.1,AT3G21790.1,AT3G44200.1,AT1G15625.1,AT5G40800.1,AT1G75540.1,AT5G52530.3
AT1G11591.1,AT1G15400.2,AT5G56890.1,AT5G45410.3,AT3G57390.3,AT5G35360.1,AT2G39300.1,AT5G52530.2
AT5G12330.2,AT5G11510.1,AT4G25560.1,AT3G02770.1,AT1G28710.3,AT3G56150.2,AT1G27500.2,AT3G16520.3
AT4G12760.1,AT1G56230.4,AT3G11910.2,AT3G15820.1,AT5G64390.2,AT4G22120.2,AT5G46590.1,AT3G16520.1
AT2G04680.1,AT3G54480.2,AT2G40020.1,AT5G51040.4,AT1G66450.2,AT1G19140.1,AT4G29410.2,AT5G63680.1
AT2G21195.3,AT1G62330.1,AT2G44090.1,AT4G01890.1,AT1G15410.2,AT1G46480.1,AT5G27750.1,AT5G51810.1
AT5G66730.1,AT2G30990.3,AT2G39290.1,AT5G47950.1,AT3G07060.1,AT4G15030.3,AT2G42820.1,AT2G37460.1
AT1G34540.1,AT1G48420.1,AT5G02200.2,AT4G00720.1,AT3G23100.1,AT4G31160.1,AT1G01020.6,AT4G00750.1
AT3G13100.1,AT5G42850.1,AT1G50170.2,AT4G16695.1,AT2G18300.2,AT4G16240.1,AT4G31480.9,AT2G01818.1
AT2G45070.4,AT5G42850.2,AT3G01920.1,AT5G65960.1,AT3G28700.2,AT5G08440.2,AT5G28080.1,AT1G34550.2
AT4G38810.1,AT3G53630.1,AT4G28703.1,AT1G59990.1,AT1G06840.1,AT1G01940.1,AT1G29340.1,AT2G29130.1
AT4G38810.2,AT4G18501.1,AT2G21560.1,AT4G22300.1,AT5G53990.1,AT3G24740.2,AT4G24240.2,AT1G70170.1
AT4G26640.2,AT3G22760.1,AT5G55670.1,AT4G10380.1,AT2G29640.1,AT1G52825.1,AT5G65080.3,AT1G49970.1
