Gene,logFC,Fold,logCPM,LR,PValue,FDR
AT1G61370,0.103411308,1.074310711,3.370230748,0.425763838,0.514074923,0.732938953
AT1G78590,0.10341397,1.074312693,3.767529423,0.669019912,0.413393519,0.650254261
AT2G42040,0.103414946,1.07431342,3.777594462,0.526940902,0.467895815,0.695552744
AT3G16857,0.103440325,1.074332318,7.027367577,2.351583254,0.125155837,0.317200939
AT3G51380,0.103470881,1.074355073,0.410511518,0.053667695,0.816799856,0.915135571
AT1G14320,0.103561208,1.07442234,9.314958473,2.671543809,0.102156887,0.278447783
AT4G23760,0.103585512,1.07444044,3.891255523,0.401048166,0.526548436,0.740966691
AT2G39420,0.103588525,1.074442684,6.129854197,0.984241589,0.321153865,0.561773099
AT4G35000,0.103612351,1.074460429,6.083585797,2.747475729,0.097408102,0.270140096
AT5G60120,0.103620068,1.074466176,5.914781451,1.424150511,0.232721456,0.463969256
AT1G71490,0.103691944,1.074519708,2.030778301,0.196512649,0.657550584,0.827499829
AT2G39810,0.103721123,1.074541441,5.787749149,2.408035135,0.120713796,0.310145652
AT1G69620,0.103765661,1.074574614,8.602415378,1.980057646,0.159384334,0.368526781
AT5G05620,0.103768051,1.074576394,4.328696383,0.986942512,0.320490801,0.561125277
AT1G80830,0.103776729,1.074582858,6.802469899,1.965604162,0.160915229,0.370482694
AT2G42730,0.103782589,1.074587223,3.005057602,0.494209747,0.482055418,0.708496844
AT1G54180,0.103791722,1.074594026,3.575170575,0.752069406,0.385821834,0.625288836
AT2G37370,0.103804695,1.074603688,1.266199209,0.122592547,0.726239498,0.866393773
AT5G13000,0.103847225,1.074635368,7.816839507,2.95961456,0.085368289,0.247592782
AT4G23410,0.103873388,1.074654857,3.081174093,0.395918576,0.529204638,0.742797522
AT2G31141,0.103881547,1.074660934,1.292091469,0.108730351,0.741594268,0.875407568
AT3G51480,0.104035384,1.074775533,4.707590109,0.873389161,0.350018751,0.591083003
AT3G13810,0.104095577,1.074820376,5.132330321,0.735740584,0.391028747,0.629850875
AT5G19930,0.104171266,1.074876767,5.170416543,1.717007264,0.190078732,0.411005466
AT4G16765,0.104212067,1.074907166,4.813234581,1.222144269,0.268940248,0.50634544
AT5G09960,0.10421845,1.074911921,4.233778054,0.920402852,0.337369219,0.578330718
AT2G44500,0.104303424,1.074975235,6.325722671,1.332693005,0.248326694,0.484060473
AT1G06220,0.104316451,1.074984942,6.692340733,2.301552097,0.129244792,0.32350804
AT1G18040,0.104353859,1.075012816,4.122735333,0.983910721,0.321235215,0.561789665
AT1G79390,0.104364404,1.075020674,4.71995172,1.700502043,0.192222334,0.413644081
AT1G48050,0.104373762,1.075027647,4.769628545,1.61731944,0.203465959,0.429218376
AT5G66500,0.104409051,1.075053942,1.440030744,0.13019759,0.718227259,0.861793522
AT4G20400,0.104423447,1.07506467,6.016361367,2.738141113,0.097978682,0.271083834
AT1G61770,0.104488142,1.07511288,6.388209571,2.985427729,0.084017087,0.245093176
AT1G78800,0.104493814,1.075117107,4.637629324,1.253495945,0.26288582,0.499640445
AT5G20130,0.104513761,1.075131972,3.472880102,0.792723713,0.373277803,0.614006651
AT4G33760,0.104586763,1.075186376,4.643283934,1.200885177,0.273144832,0.510269413
AT1G49240,0.10459913,1.075195593,10.11354505,3.321855119,0.068364646,0.213286331
AT3G27930,0.104618684,1.075210166,4.060767158,1.041841222,0.307393639,0.546368372
AT5G46750,0.104635532,1.075222723,6.066001543,2.535138415,0.111337123,0.295001315
AT3G53740,0.104643845,1.075228918,8.047147762,1.456152271,0.227543328,0.45838505
AT1G04160,0.104689607,1.075263025,5.061218626,1.024691144,0.311408835,0.551447979
AT3G20410,0.10469623,1.075267961,6.121149538,1.991903166,0.158142029,0.366756088
AT2G31018,0.104716634,1.075283169,1.255221787,0.097206479,0.755208077,0.882472501
AT5G35620,0.104738349,1.075299354,6.388510884,2.307239031,0.128772602,0.322729782
AT4G10420,0.104748939,1.075307247,2.028867949,0.234470853,0.628228393,0.808859718
AT2G25950,0.104782482,1.075332248,4.445854786,1.043945431,0.306905641,0.545980713
AT2G38550,0.104862988,1.075392256,5.607505376,2.114465131,0.145913025,0.349785751
AT5G46620,0.104877915,1.075403383,4.047703398,1.036828942,0.308560125,0.547760597
AT3G19740,0.104920288,1.075434969,6.25534244,1.979132328,0.159481844,0.368709642
AT4G14200,0.104941387,1.075450697,4.719962037,1.236178775,0.26620877,0.503394526
AT5G47310,0.105004751,1.075497932,5.553615712,2.446482167,0.11778858,0.305729967
AT1G74960,0.105024482,1.075512642,6.637760242,4.008191796,0.045279687,0.160349868
AT4G23540,0.105054126,1.075534741,5.061899724,0.999677873,0.317388466,0.55798805
AT1G15100,0.105077113,1.075551878,6.096597065,1.525155016,0.216841049,0.445955011
AT1G47600,0.105146977,1.075603964,6.366477667,0.315778643,0.574155639,0.77488553
AT5G11560,0.105150766,1.075606789,8.459280437,2.652121621,0.103411795,0.280607029
AT2G32235,0.105193013,1.075638287,1.663122671,0.160538582,0.688661141,0.845027244
AT2G41430,0.105210869,1.0756516,8.535099045,0.871750834,0.350471059,0.591360768
AT4G12730,0.105242399,1.075675108,7.93935903,1.103418271,0.293517159,0.532017071
AT2G21390,0.10525437,1.075684034,8.724278041,3.265735094,0.070741311,0.218535831
AT1G15220,0.105268852,1.075694832,3.199137303,0.452827071,0.500995472,0.722380675
AT1G22940,0.105347132,1.0757532,3.859050392,0.814793804,0.366706746,0.607489315
AT5G10745,0.105462368,1.07583913,4.699158616,0.793086077,0.373168592,0.613930439
AT1G51550,0.105463178,1.075839734,3.45687572,0.500030132,0.479486883,0.706358185
AT2G43350,0.10551614,1.075879229,5.362382323,1.778933833,0.1822803,0.400379286
AT3G03600,0.105536225,1.075894208,4.9492314,0.770024926,0.380209341,0.620660458
AT1G54140,0.1055912,1.075935206,3.889995147,0.805435676,0.369473145,0.610138557
AT4G21430,0.105593698,1.075937069,4.395440402,1.248359811,0.263865976,0.50066236
AT1G23180,0.105685376,1.076005443,4.404543461,1.076105788,0.299570354,0.538537722
AT3G47840,0.105708388,1.076022606,1.371161576,0.151960294,0.696669026,0.849484557
AT2G17930,0.105746207,1.076050814,8.191585489,2.50614679,0.113402907,0.298254564
AT5G20040,0.105752386,1.076055422,3.948334366,1.185201918,0.276299527,0.513279649
AT5G53020,0.10575631,1.076058349,3.850788319,0.774576949,0.37880485,0.619485385
AT1G27520,0.105806374,1.076095691,5.681011172,1.28321802,0.257301555,0.493494223
AT3G22990,0.105846939,1.076125949,5.252083116,1.818064074,0.177543888,0.392944956
AT3G53430,0.105866234,1.076140341,8.253376243,1.908814125,0.167095047,0.379148934
AT5G25480,0.105875541,1.076147283,2.969703474,0.352778053,0.552544739,0.759625277
AT2G45000,0.105939268,1.07619482,6.072391437,1.667732423,0.196562533,0.419796026
AT3G51050,0.105970108,1.076217826,6.54134521,3.199008286,0.073682938,0.224915032
AT3G61560,0.106008603,1.076246543,4.845174326,1.170972888,0.279201428,0.516250484
AT1G02870,0.10608087,1.076300455,5.406922856,1.491271819,0.222019235,0.452274594
AT4G21820,0.106157996,1.076357995,3.691552915,0.712125506,0.398739097,0.636938603
AT2G20060,0.106158033,1.076358023,6.211864847,2.463608719,0.116510827,0.303635195
AT2G32910,0.106164981,1.076363207,5.525599715,2.273710517,0.131584527,0.326923497
AT5G41580,0.106180755,1.076374975,5.097364957,1.581105684,0.208601501,0.435664081
AT1G30460,0.106182861,1.076376546,4.876876307,1.727337078,0.188751335,0.409204806
AT2G01860,0.106219088,1.076403575,2.091847383,0.239610449,0.624487611,0.805858013
AT4G22285,0.106224081,1.076407301,4.621009501,1.158785959,0.281717464,0.519319261
AT3G21230,0.106234403,1.076415002,5.782746979,1.255364051,0.26253044,0.499494042
AT2G23348,0.106350914,1.076501936,0.714418134,0.068708349,0.793226789,0.903217895
AT3G53860,0.106354312,1.076504471,2.342400215,0.358764013,0.549193474,0.757388174
AT5G64050,0.106369354,1.076515696,5.388526246,2.335359278,0.126465809,0.319549719
AT3G27510,0.10637074,1.07651673,3.020613434,0.342894759,0.558163059,0.763601254
AT3G09360,0.106372242,1.07651785,4.413503759,0.883327766,0.347291848,0.587991811
AT5G01040,0.106448985,1.076575116,6.01853875,1.019145611,0.312721758,0.552696973
AT3G18295,0.106517564,1.076626293,3.279297491,0.636821553,0.424864108,0.659610592
AT3G17360,0.106530586,1.076636011,5.375164229,1.118650592,0.290209202,0.528065698
AT4G32810,0.106670906,1.076740733,2.487574631,0.286158937,0.592692554,0.785437063
AT3G53630,0.106686146,1.076752107,5.186435376,1.261446364,0.261377491,0.498397937
AT4G13970,0.106695474,1.076759068,4.896252453,1.629853416,0.201723324,0.427274256
AT1G35515,0.10669631,1.076759692,4.22649948,0.692230046,0.405406894,0.643174469
AT3G08960,0.1067523,1.076801481,6.239417095,3.100378987,0.07827407,0.234353784
AT3G60370,0.106763536,1.076809868,2.630874034,0.338239171,0.560847373,0.765337718
AT3G61110,0.106848197,1.07687306,7.672031411,1.334223489,0.248055242,0.483970119
AT5G17440,0.106852464,1.076876244,5.445446736,2.10027868,0.147272294,0.351981341
AT5G61130,0.106891989,1.076905748,5.7969799,2.181097748,0.139714777,0.340006234
AT5G61800,0.106921133,1.076927503,0.923838759,0.106562555,0.744092079,0.876959404
AT3G04890,0.10697593,1.076968408,3.303470342,0.390199783,0.532194406,0.744706221
AT4G32175,0.106979956,1.076971413,2.896064002,0.511171065,0.47463235,0.701965978
AT2G21240,0.106990026,1.076978931,5.406086642,1.702412533,0.191972772,0.413469008
AT5G55120,0.107023466,1.077003894,5.785237652,1.489179161,0.222343861,0.452603535
AT3G44890,0.107032584,1.077010701,4.320330349,1.075885557,0.299619812,0.538578251
AT3G59330,0.107066715,1.077036181,3.730308774,0.647526125,0.420998545,0.656409117
AT1G33810,0.107073254,1.077041063,3.756900676,0.716586433,0.397265909,0.635804263
AT1G74680,0.107117322,1.077073962,3.688986536,0.742425632,0.388884968,0.628177976
AT5G55790,0.107130265,1.077083625,3.573094514,0.809844178,0.368166323,0.608744122
AT4G20940,0.107135099,1.077087234,5.059436038,1.180101001,0.277335435,0.514273232
AT3G58610,0.10714146,1.077091983,9.120135322,1.819304772,0.177396054,0.392661191
AT5G58575,0.107148366,1.077097138,3.97289866,0.895755938,0.343922255,0.584366114
AT5G05660,0.107155092,1.07710216,6.124482125,2.241902796,0.134315605,0.33103255
AT1G73400,0.107178944,1.077119968,2.436898901,0.421282311,0.516297889,0.734396901
AT5G06220,0.107198106,1.077134274,5.200444329,1.64640174,0.199449382,0.423747175
AT4G21550,0.107226511,1.077155482,2.108216169,0.292333165,0.588729248,0.783302288
AT3G21290,0.107229258,1.077157533,5.24063882,2.162148317,0.14144681,0.342857748
AT4G01540,0.107329752,1.077232567,4.565378847,0.770445697,0.380079208,0.620562159
AT3G02280,0.107359769,1.077254981,4.707890634,1.116032366,0.290774395,0.52870954
AT5G02820,0.107362742,1.0772572,5.235669283,1.397204787,0.237192142,0.470015758
AT1G74260,0.107378275,1.0772688,7.193364603,2.282673553,0.130826181,0.325876715
AT5G16950,0.107436903,1.077312578,2.362378796,0.310700462,0.577250671,0.776963939
AT1G19310,0.107481871,1.077346158,4.38318664,0.738305795,0.390204133,0.629204029
AT1G18700,0.10750622,1.077364341,5.554262977,2.087489809,0.148509913,0.353212841
AT2G26360,0.10752552,1.077378754,3.643909314,0.714520396,0.397947222,0.636333984
AT3G25430,0.107554453,1.077400361,3.676404877,0.746741637,0.387509813,0.626856088
AT3G62110,0.107571341,1.077412973,4.838844222,1.255958307,0.262417517,0.499494042
AT1G32700,0.10758042,1.077419753,7.199878267,1.443445096,0.229582662,0.460730869
AT1G07150,0.1075939,1.07742982,3.867113625,0.562903463,0.453092753,0.684530589
AT4G14965,0.107609593,1.077441539,4.550200087,1.252898069,0.262999683,0.499653429
AT4G12590,0.107627236,1.077454716,6.329690102,2.002131355,0.157078198,0.365304928
AT1G27910,0.107648528,1.077470618,4.582108753,1.512472485,0.218762194,0.448276575
AT5G59940,0.10767802,1.077492644,3.711107865,0.789706433,0.374188909,0.61495183
AT4G31010,0.107717993,1.077522498,3.38606952,0.580429624,0.446143971,0.678385621
AT3G18030,0.107730653,1.077531954,4.459861183,1.052042619,0.305037122,0.544404686
AT5G49530,0.107758743,1.077552934,4.892074082,1.33105498,0.248617622,0.48431763
AT4G13690,0.107816456,1.077596041,1.899915457,0.198984617,0.655541685,0.826270719
AT5G50375,0.107825414,1.077602732,5.710852129,2.299849409,0.129386543,0.323766813
AT1G78690,0.107835729,1.077610437,3.604316549,0.712476206,0.398622995,0.636854812
AT1G13080,0.107845206,1.077617516,5.466633503,0.686667225,0.4073003,0.644806337
AT3G06980,0.107920243,1.077673566,4.152889252,1.052972068,0.304823585,0.544265665
AT1G69850,0.107934607,1.077684296,6.560190102,2.44750665,0.117711713,0.305570994
AT4G34670,0.107949257,1.077695239,9.197053412,2.848156786,0.091478762,0.259155291
AT1G24267,0.107984049,1.077721229,5.552622568,2.508531022,0.113231436,0.298053181
AT1G30380,0.107995523,1.077729801,3.859868038,0.349776111,0.554239895,0.760740245
AT5G19840,0.108038905,1.077762209,3.395514477,0.593824898,0.440943854,0.673652066
AT1G19490,0.108061262,1.077778911,3.310668956,0.530641485,0.466337291,0.694370674
AT5G21482,0.108064754,1.077781519,2.867304655,0.358579408,0.549296256,0.757425527
AT1G13250,0.108078747,1.077791973,3.901674305,0.503692501,0.477882147,0.704899943
AT1G13860,0.108100661,1.077808344,5.064007147,1.565720363,0.210829611,0.438715002
AT2G47410,0.108132378,1.07783204,6.353518312,2.046894099,0.152517054,0.358783506
AT2G18520,0.108160138,1.077852779,3.286683125,0.406229012,0.523889742,0.739462472
AT3G62830,0.108225954,1.077901952,7.934510102,1.241674112,0.265148655,0.502001409
AT5G11490,0.108252238,1.07792159,6.923298876,3.03445771,0.081513783,0.240668903
AT3G14540,0.108254675,1.077923411,3.648340989,0.886654186,0.346385605,0.587446502
AT5G18260,0.108270645,1.077935344,5.345238361,0.747437341,0.387288799,0.626803351
AT3G17820,0.10828811,1.077948392,7.274056895,1.863028599,0.172275663,0.386283537
AT1G48635,0.108291029,1.077950574,4.788752891,0.946736389,0.330551415,0.570947257
AT1G19340,0.10829316,1.077952166,2.82177244,0.277716576,0.598201774,0.789253644
AT3G49601,0.108498367,1.078105503,6.1653053,2.184484232,0.139407757,0.339477736
AT3G58600,0.108522232,1.078123337,5.317542172,1.9916587,0.158167556,0.366772784
AT3G02493,0.10855596,1.078148543,0.725614481,0.073683429,0.786047321,0.899359954
AT4G38620,0.108587337,1.078171992,5.887858607,0.929645683,0.334955011,0.575819919
AT3G59390,0.108664535,1.078229685,3.119685699,0.432690362,0.510671773,0.730386186
AT5G55710,0.108677915,1.078239685,2.841967477,0.455600777,0.499687165,0.721325798
AT5G41950,0.108691096,1.078249536,6.753079607,2.105326356,0.146787023,0.351162192
AT3G17465,0.108743637,1.078288806,5.929722845,2.186500787,0.139225295,0.339207833
AT1G44780,0.108771571,1.078309684,3.017535478,0.613154443,0.433602573,0.667027869
AT4G03270,0.108816201,1.078343043,3.12903344,0.290522033,0.589886193,0.783799382
AT5G48830,0.108822837,1.078348002,3.761548415,1.085342906,0.297505379,0.53665744
AT5G51590,0.108847971,1.078366789,4.894989823,2.016138691,0.15563447,0.363200592
AT5G17840,0.10884935,1.07836782,4.042690634,1.354941223,0.24441614,0.479412459
AT1G69050,0.108862333,1.078377524,1.750492104,0.167076392,0.682723289,0.841711339
AT1G68845,0.108879643,1.078390463,0.498653749,0.058927412,0.808199311,0.910783006
AT3G11250,0.108880403,1.078391031,6.110790873,1.857372961,0.172928305,0.387182953
AT4G03550,0.108909934,1.078413106,7.025883313,2.173615769,0.14039579,0.341012325
AT5G24020,0.108966279,1.078455224,4.194650258,0.901610039,0.342350367,0.582875238
AT1G22200,0.108978848,1.078464619,5.717368921,3.135172823,0.076620266,0.231131257
AT1G71790,0.109078734,1.07853929,4.49928115,1.019493168,0.312639261,0.552648785
AT5G10350,0.109088321,1.078546458,5.925124755,2.003958023,0.156889065,0.3649268
AT3G07195,0.109118355,1.078568911,4.33807555,0.5442872,0.460661382,0.690595219
AT2G37300,0.109141001,1.078585841,2.36760628,0.295498159,0.586718533,0.781945468
AT3G19460,0.109156476,1.078597411,4.617951303,1.302483071,0.25376016,0.489186814
AT3G53110,0.109189159,1.078621846,6.777537892,3.382420938,0.065895197,0.207603066
AT1G32260,0.109196619,1.078627424,4.223516032,1.143476209,0.284918984,0.522450942
AT1G76705,0.109224545,1.078648302,1.540857812,0.163979276,0.685519008,0.843235994
AT5G52890,0.109244219,1.078663012,1.494844517,0.182160737,0.669522876,0.834065433
AT2G22830,0.10931718,1.078717564,3.485844113,0.894634565,0.344224467,0.584722862
AT4G18160,0.109318883,1.078718837,3.923414975,0.608343949,0.435412025,0.668774691
AT2G20140,0.109378689,1.078763556,6.138767389,2.488994346,0.114644959,0.300219173
AT5G12240,0.10940304,1.078781764,4.284199874,1.270845,0.259608218,0.496158883
AT4G08240,0.109460889,1.078825022,3.662265072,0.823787757,0.364075037,0.605291404
AT4G12790,0.109517831,1.078867603,5.795028239,2.448384346,0.117645903,0.305491406
AT2G37680,0.109546835,1.078889294,3.714142633,0.752576225,0.385661806,0.625179141
AT3G54790,0.109577643,1.078912333,4.929097861,1.462693906,0.226501978,0.457069435
AT2G19750,0.109602263,1.078930745,6.057616737,1.504451248,0.219987733,0.449774674
AT3G05760,0.109701151,1.079004702,4.802430663,1.999155005,0.157386926,0.365837162
AT3G52370,0.10973084,1.079026907,5.825046824,0.919912871,0.337497851,0.578452123
AT2G35760,0.109734147,1.07902938,3.034713763,0.377753603,0.538807929,0.750147786
AT1G64960,0.109867661,1.079129243,4.487636774,1.163410105,0.280759436,0.51822153
AT3G46550,0.109901819,1.079154793,4.816023109,1.229701325,0.267465131,0.505049274
AT5G06210,0.109914219,1.079164069,4.003343546,0.568204495,0.450973285,0.682875105
AT1G29700,0.109988396,1.079219556,3.166669902,0.401447108,0.526342855,0.740885785
AT1G57720,0.109988682,1.07921977,9.128771951,4.423236024,0.03545274,0.135139094
AT5G20250,0.11000189,1.079229651,9.020853777,0.088351935,0.766282878,0.887831733
AT5G17620,0.110017478,1.079241311,4.494847154,1.165901458,0.280244984,0.517558381
AT5G52880,0.110027252,1.079248623,3.095500314,0.504328367,0.477604424,0.704853963
AT3G13860,0.110065918,1.079277548,5.937997511,1.727027583,0.188790948,0.409237918
AT4G30330,0.110090818,1.079296176,3.805737866,0.7119918,0.398783375,0.636958488
AT1G48110,0.110279149,1.079437078,6.16963993,2.133402369,0.144120546,0.347319407
AT5G42470,0.110287482,1.079443313,4.845024766,1.670794538,0.196152146,0.419254102
AT5G23420,0.110293257,1.079447634,4.542421173,0.928107537,0.335355164,0.576359287
AT1G06590,0.110319718,1.079467433,5.180540423,2.047087733,0.152497653,0.358783506
AT3G14390,0.110325614,1.079471844,5.607606122,1.548870088,0.213302324,0.441490988
AT5G45660,0.11036884,1.079504187,3.452881661,0.579464309,0.446522371,0.678754112
AT3G53190,0.110416967,1.079540199,5.952368353,1.408491921,0.235306904,0.467576385
AT4G32610,0.110417018,1.079540238,6.200150729,3.456498458,0.063003603,0.20117659
AT5G52920,0.11044531,1.079561408,7.693007619,3.15902678,0.075508185,0.228465347
AT1G14840,0.110447956,1.079563388,3.373127179,0.508801077,0.475658322,0.702863054
AT3G12990,0.11049299,1.079597087,3.846129912,1.049622315,0.305594087,0.544863584
AT5G35732,0.11054165,1.079633502,3.571438994,0.633028875,0.426246475,0.660511151
AT4G39900,0.110575072,1.079658513,5.371485761,1.539001367,0.214766511,0.443220317
AT5G01420,0.11062176,1.079693453,1.276226559,0.118652149,0.730500965,0.869337852
AT1G79430,0.110659658,1.079721816,4.498936049,0.943569663,0.331361503,0.57187292
AT2G42210,0.110684392,1.079740327,6.858893836,2.577384665,0.108400633,0.289705323
AT3G26490,0.11072021,1.079767134,1.700205783,0.216777745,0.64150616,0.817227149
AT1G64220,0.110750157,1.079789548,1.991145543,0.22861745,0.632550869,0.81219773
AT1G69830,0.11075196,1.079790897,5.003800285,1.155143083,0.282475105,0.520314032
AT2G40510,0.110795563,1.079823532,6.682941189,2.295347754,0.129762145,0.324273215
AT5G47770,0.110827326,1.079847307,7.664323717,3.469541798,0.062508623,0.200211679
AT2G22670,0.110827535,1.079847464,7.093174056,3.441848455,0.06356454,0.202459584
AT1G27020,0.110837916,1.079855233,3.717749644,0.410912839,0.521506547,0.738232229
AT4G02500,0.110843813,1.079859647,7.064484031,2.200727463,0.137945624,0.337230373
AT5G40730,0.110850865,1.079864925,6.874681843,0.477680444,0.489474863,0.714573312
AT2G01400,0.110954077,1.079942183,1.439205747,0.139286098,0.708991762,0.856753329
AT1G74690,0.11106067,1.080021977,6.897401478,3.260232958,0.070979042,0.219134926
AT3G15980,0.111098938,1.080050626,7.060536623,3.243438501,0.071709991,0.220801516
AT2G28380,0.111101948,1.080052879,5.905854498,1.916738406,0.166216663,0.377905914
AT4G25720,0.111145919,1.080085798,4.963447042,1.937776312,0.163910182,0.374534205
AT1G24240,0.111177765,1.08010964,3.767716126,0.965458157,0.325815519,0.566187928
AT1G70100,0.11121512,1.080137607,3.526004856,0.506052623,0.476852656,0.703952151
AT4G01740,0.111222449,1.080143094,4.072267692,0.673808415,0.411726963,0.648892588
AT4G28630,0.111227171,1.080146629,4.114381739,1.133520755,0.2870256,0.524849808
AT5G10750,0.111246457,1.080161069,4.563970922,0.97939323,0.322348654,0.562668851
AT5G42820,0.111373894,1.080256487,6.209289675,2.711191545,0.099646537,0.273945985
AT4G18905,0.111469771,1.080328279,5.450527836,1.902197707,0.167832532,0.38036972
AT4G12750,0.111470495,1.080328822,4.385324168,1.314220776,0.251631881,0.486925876
AT2G44950,0.111514468,1.080361751,5.811202679,3.051927745,0.080641372,0.239222523
AT1G50390,0.111529536,1.080373034,0.80306661,0.074717917,0.784587425,0.898338686
AT2G47250,0.111561093,1.080396666,6.527786652,3.432629141,0.063920267,0.203392104
AT3G22180,0.111591568,1.080419488,4.288155738,1.121187617,0.289662873,0.527551275
AT3G04020,0.111606709,1.080430827,2.704347874,0.416953349,0.518461192,0.736051037
AT3G45050,0.111638151,1.080454374,1.709504157,0.176391938,0.674492465,0.836878286
AT1G16820,0.111663829,1.080473605,1.834772364,0.28727303,0.59197336,0.784936319
AT5G07140,0.111681101,1.08048654,3.624585097,0.65177868,0.419477472,0.654770743
AT3G21470,0.111755781,1.080542473,0.718399961,0.080123403,0.777130249,0.893285032
AT5G15080,0.111777384,1.080558653,5.450100366,2.314621154,0.128162523,0.321852843
AT4G12520,0.111796642,1.080573077,5.29073746,0.836923435,0.360278155,0.601422371
AT5G41520,0.111809745,1.080582891,8.424973021,3.161388214,0.075399042,0.228307705
AT3G56130,0.111840442,1.080605883,6.771189416,4.390628773,0.036136984,0.137146467
AT2G39130,0.111906294,1.080655209,5.330873556,1.841628153,0.174760238,0.389367833
AT1G09870,0.111932625,1.080674932,5.42856565,1.781848705,0.18192248,0.400013458
AT5G64160,0.111964313,1.080698669,4.212070005,1.22095648,0.269173024,0.506505929
AT4G36090,0.111980055,1.080710462,4.574488986,1.335629101,0.247806258,0.483767325
AT1G79990,0.111994418,1.080721221,8.074740573,4.25801666,0.039065506,0.144586446
AT4G23860,0.112000442,1.080725733,4.895454787,1.502189055,0.220334847,0.450095699
AT5G52370,0.112034933,1.080751571,4.766509269,1.147656178,0.284040332,0.52172732
AT3G49640,0.112035388,1.080751912,4.215369936,0.943506618,0.331377658,0.57187292
AT2G18840,0.112044957,1.08075908,5.108698925,1.918018535,0.16607526,0.37767024
AT1G16916,0.112088063,1.080791372,2.608794364,0.306159382,0.580046561,0.777824438
AT1G74060,0.112122413,1.080817106,7.857569467,3.036063666,0.081433162,0.240548557
AT2G30020,0.11223905,1.080904489,3.843159333,0.764945305,0.381785319,0.621818818
AT2G39705,0.112304001,1.080953154,3.68485822,0.711641626,0.39889937,0.637042071
AT5G26800,0.112356837,1.080992742,4.456061075,1.10177311,0.29387731,0.53236831
AT5G04320,0.11238659,1.081015036,4.95789458,1.999043942,0.157398459,0.365837162
AT2G30260,0.11238815,1.081016205,5.70389782,2.647784165,0.103694346,0.281053186
AT5G63050,0.112388827,1.081016712,4.301849367,1.264158694,0.260865372,0.497658515
AT3G13150,0.112400306,1.081025314,4.101839514,0.87312989,0.350090278,0.591083003
AT3G18165,0.112402916,1.081027269,5.53531798,2.941994272,0.086304118,0.249285924
AT1G74100,0.11241373,1.081035372,6.427486792,1.31637289,0.251244042,0.486577602
AT4G23840,0.112443149,1.081057416,4.387362999,1.032128228,0.309659332,0.548981445
AT5G66850,0.11246907,1.081076841,6.050831716,2.810160552,0.093669001,0.263014458
AT1G31490,0.112509405,1.081107066,2.118541673,0.349404989,0.554450145,0.760914573
AT5G51660,0.112540571,1.081130421,5.799936813,2.32931747,0.126957533,0.320105095
AT1G32450,0.112548962,1.081136708,9.868352002,1.257990379,0.262031827,0.499455275
AT1G54250,0.112570726,1.081153018,4.170659768,1.049730459,0.305569173,0.544863584
AT2G20670,0.112602748,1.081177016,5.196643844,0.160535179,0.688664267,0.845027244
AT4G34070,0.112632584,1.081199375,4.32105952,1.078506533,0.299031895,0.538135841
AT1G31940,0.112638802,1.081204036,4.304406768,1.155066293,0.282491103,0.520314032
AT3G62470,0.112647126,1.081210274,1.985444651,0.217485343,0.640962677,0.816764768
AT4G12650,0.1126616,1.081221122,7.90243523,1.87725819,0.1706461,0.383891862
AT2G45730,0.112723355,1.081267404,5.259045783,2.271079833,0.131808035,0.327190779
AT4G17380,0.112774213,1.081305522,1.139995184,0.142417996,0.705888933,0.854944582
AT5G06350,0.112854839,1.081365953,5.240737439,2.064769777,0.150737692,0.356661516
AT1G10110,0.112901692,1.081401072,1.322595123,0.17061468,0.679566099,0.840199973
AT3G27350,0.112962973,1.081447008,5.433180883,1.744558012,0.186562331,0.406394393
AT2G45960,0.113054896,1.081515915,10.33294826,2.448081897,0.117668576,0.305498644
AT5G65683,0.113059342,1.081519249,6.242265992,2.872649724,0.090096424,0.256465444
AT2G04740,0.113147783,1.08158555,4.11205423,0.819771245,0.365247057,0.606331134
AT4G22130,0.113159979,1.081594694,6.817685745,3.102758128,0.078159771,0.234183667
AT1G77750,0.113165563,1.08159888,4.882211116,1.252932181,0.262993185,0.499653429
AT5G43440,0.113167154,1.081600073,1.014338889,0.099736927,0.752145561,0.880745288
AT4G26090,0.113190565,1.081617625,4.708355042,1.251682965,0.263231283,0.499979541
AT2G19340,0.113194611,1.081620658,3.57546078,0.752133534,0.385801581,0.625288836
AT1G09620,0.113222511,1.081641575,8.021751798,3.527401614,0.060362316,0.195775062
AT3G09600,0.113224472,1.081643046,6.256031252,0.742569126,0.388839136,0.628177976
AT3G11450,0.113276385,1.081681967,6.9156324,2.839763447,0.091957751,0.259996963
AT1G61215,0.113296109,1.081696756,2.94919528,0.394126823,0.530138106,0.743197802
AT2G46410,0.113304097,1.081702745,2.763278816,0.480656953,0.488124895,0.713331049
AT4G33865,0.113321129,1.081715516,7.21976196,0.943078439,0.331487401,0.57187292
AT1G33680,0.113340963,1.081730387,6.929345593,4.247762264,0.039302085,0.145154473
AT3G58720,0.113348078,1.081735722,3.297403606,0.608815636,0.435234093,0.668655356
AT1G52300,0.113349519,1.081736802,8.549922733,1.983597739,0.159011905,0.368048374
AT3G11630,0.113396625,1.081772123,6.790595091,2.544541997,0.110676001,0.293781946
AT5G22430,0.113422181,1.081791285,-0.008952511,0.044752543,0.832459705,0.923662875
AT2G03820,0.113440457,1.08180499,6.588785617,2.994767465,0.083533904,0.244397733
